"Story","Title","Result","Date","Stability","Duration (s)"
"Payments","Manual payment with multiple documents","ERROR","2023-11-21T09:50:36.872+08:00[Asia/Shanghai]","0.0","247.1"
"Redistribution","Voucher match with tolerance","ERROR","2023-11-21T10:35:21.395+08:00[Asia/Shanghai]","0.0","96.11"
"Review AP entries","Create voucher entry and edit","ERROR","2023-11-21T10:49:41.553+08:00[Asia/Shanghai]","0.0","165.13"
"Review AP entries","Reversal of unposted voucher match","ERROR","2023-11-21T10:57:17.405+08:00[Asia/Shanghai]","0.0","95.58"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2023-11-21T11:31:58.803+08:00[Asia/Shanghai]","0.0","52.6"
"Voucher entries","Search and post PV","ERROR","2023-11-21T11:38:44.806+08:00[Asia/Shanghai]","0.0","50.11"
"Voucher entries","Voucher match with tax","ERROR","2023-11-21T11:42:13.014+08:00[Asia/Shanghai]","0.0","50.88"
"Voucher entries","Partial voucher match","ERROR","2023-11-21T11:43:04.605+08:00[Asia/Shanghai]","0.0","48.37"
"Voucher entries","Voucher match with retention","ERROR","2023-11-21T11:43:53.681+08:00[Asia/Shanghai]","0.0","48.27"
"Voucher entries","Voucher entry import CSV file","ERROR","2023-11-21T11:44:42.653+08:00[Asia/Shanghai]","0.0","100.48"
"Voucher entries","Voucher match with negative for adding a line","ERROR","2023-11-21T11:46:23.841+08:00[Asia/Shanghai]","0.0","53.2"
"Voucher entries","Partial voucher match with tax rate","ERROR","2023-11-21T11:47:17.728+08:00[Asia/Shanghai]","0.0","52.44"
"Voucher entries","Partial voucher match with negative additional lines","ERROR","2023-11-21T11:53:02.863+08:00[Asia/Shanghai]","0.0","50.4"
"Voucher entries","Multiple lines with same PO and different item code","ERROR","2023-11-21T11:58:14.914+08:00[Asia/Shanghai]","0.0","50.74"
"Voucher entries","Partial voucher match with retention","ERROR","2023-11-21T11:59:06.354+08:00[Asia/Shanghai]","0.0","47.49"
"Voucher entries","Multiple lines with different PO and different item code","ERROR","2023-11-21T11:59:54.554+08:00[Asia/Shanghai]","0.0","50.07"
"Voucher entries","Multiple lines with same PO and same item code","ERROR","2023-11-21T12:06:47.991+08:00[Asia/Shanghai]","0.0","47.9"
"Voucher entries","Voucher match with retention and tax","ERROR","2023-11-21T12:07:36.623+08:00[Asia/Shanghai]","0.0","48.85"
"Voucher entries","Multiple lines with different PO and same item code","ERROR","2023-11-21T12:08:26.189+08:00[Asia/Shanghai]","0.0","52.24"
"Voucher entries","Simple voucher match","ERROR","2023-11-21T12:09:19.111+08:00[Asia/Shanghai]","0.0","49.87"
"Voucher entries","Release retention partial","ERROR","2023-11-21T12:10:09.695+08:00[Asia/Shanghai]","0.0","126.1"
"Voucher entries","Partial matching with rounded tax amount","ERROR","2023-11-21T12:12:16.501+08:00[Asia/Shanghai]","0.0","51.84"
"Voucher entries","Voucher matching","ERROR","2023-11-21T12:15:30.634+08:00[Asia/Shanghai]","0.0","54.03"
"Voucher entries","Voucher match with rounded off tax","ERROR","2023-11-21T12:23:55.544+08:00[Asia/Shanghai]","0.0","49.9"
"Voucher entries","Partial voucher match with positive additional lines","ERROR","2023-11-21T12:26:54.821+08:00[Asia/Shanghai]","0.0","52.92"
"Account recon","Refresh accounts","ERROR","2023-11-21T12:27:57.181+08:00[Asia/Shanghai]","0.0","155.2"
"Inquiry and reports","Order inquiry and update","ERROR","2023-11-21T12:39:54.412+08:00[Asia/Shanghai]","0.0","163.63"
